input_name,consensus_name,blast_hit_n,cons_MSA_seq_n,cons_full_blast_n,input_length,cons_length,input_TE_type,reclassified_type,terminal_repeat,low_copy,evaluation,status
rnd_1_family_408,rnd_1_family_408,232,17.0,10.0,857,4711,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_408,rnd_1_family_408_01,232,16.0,4.0,857,6780,LTR/Pao,LTR/Pao,False,False,Need_check,processed
rnd_1_family_75,rnd_1_family_75,644,15.0,3.0,1703,1599,Unknown,DNA/P,False,False,Need_check,processed
rnd_1_family_75,rnd_1_family_75_01,644,11.0,12.0,1703,1149,Unknown,DNA/P,LTR,False,Good,processed
rnd_1_family_52,rnd_1_family_52,569,10.0,2.0,969,1105,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_52,rnd_1_family_52_01,569,79.0,3.0,969,1096,Unknown,Unknown,False,False,Reco_check,processed
rnd_1_family_73,rnd_1_family_73,530,25.0,5.0,1591,1438,DNA/P,DNA/P,False,False,Reco_check,processed
rnd_1_family_73,rnd_1_family_73_01,530,10.0,7.0,1591,1660,DNA/P,DNA/P,False,False,Need_check,processed
rnd_1_family_51,rnd_1_family_51,151,26.0,7.0,1272,1012,Unknown,Unknown,TIR,False,Good,processed
rnd_1_family_65,rnd_1_family_65,11118,84.0,1739.0,1187,831,RC/Helitron,RC/Helitron,LTR,False,Good,processed
rnd_3_family_472,rnd_3_family_472,37,19.0,6.0,1657,1664,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_4_family_1021,rnd_4_family_1021,19,NaN,NaN,3012,3012,DNA/hAT-Pegasus,DNA/hAT-Pegasus,False,False,NaN,skipped
rnd_1_family_62,rnd_1_family_62,7140,11.0,1453.0,780,1132,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_1_family_62,rnd_1_family_62_01,7140,77.0,1768.0,780,658,RC/Helitron,RC/Helitron,LTR,False,Good,processed
rnd_4_family_1139,rnd_4_family_1139,27,10.0,5.0,1551,784,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_5,rnd_1_family_5,10804,86.0,717.0,1191,1195,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_3_family_532,rnd_3_family_532,57,49.0,0.0,861,930,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_1079,rnd_4_family_1079,30,19.0,1.0,2435,3211,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_4_family_1129,rnd_4_family_1129,44,15.0,5.0,1620,1626,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_4_family_1129,rnd_4_family_1129_01,44,13.0,8.0,1620,1622,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_94,rnd_1_family_94,401,15.0,10.0,1610,1570,Unknown,Unknown,False,False,Need_check,processed
rnd_1_family_94,rnd_1_family_94_01,401,41.0,8.0,1610,1600,Unknown,Unknown,False,False,Reco_check,processed
rnd_4_family_1043,rnd_4_family_1043,4728,45.0,43.0,1022,1295,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Reco_check,processed
rnd_1_family_458,rnd_1_family_458,240,15.0,10.0,984,4723,Unknown,LTR/Pao,LTR,False,Good,processed
rnd_4_family_134,rnd_4_family_134,27,27.0,2.0,1825,1514,Unknown,Unknown,False,False,Reco_check,processed
rnd_4_family_1444,rnd_4_family_1444,46,15.0,5.0,1624,1611,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_4_family_1444,rnd_4_family_1444_01,46,13.0,8.0,1624,1622,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_4_family_135,rnd_4_family_135,31,30.0,2.0,1868,1475,Unknown,Unknown,False,False,Reco_check,processed
rnd_3_family_5,rnd_3_family_5,11173,86.0,1420.0,1184,671,RC/Helitron,RC/Helitron,LTR,False,Good,processed
rnd_4_family_1244,rnd_4_family_1244,82,57.0,7.0,712,220,Unknown,Unknown,False,False,Reco_check,processed
rnd_3_family_349,rnd_3_family_349,398,15.0,10.0,1615,1570,Unknown,Unknown,False,False,Need_check,processed
rnd_3_family_349,rnd_3_family_349_01,398,47.0,12.0,1615,1583,Unknown,Unknown,False,False,Reco_check,processed
rnd_3_family_266,rnd_3_family_266,140,21.0,2.0,2456,7351,LTR/Pao,LTR/Gypsy,LTR,False,Good,processed
rnd_3_family_266,rnd_3_family_266_01,140,13.0,119.0,2456,286,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_4_family_2187,rnd_4_family_2187,32,10.0,5.0,1655,789,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_4_family_2303,rnd_4_family_2303,44,11.0,6.0,1666,1695,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_4_family_2657,rnd_4_family_2657,40,11.0,5.0,1667,1673,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_283,rnd_1_family_283,187,10.0,0.0,5479,24441,Unknown,Unknown,LTR,False,Need_check,processed
rnd_4_family_2349,rnd_4_family_2349,37,37.0,11.0,1337,1329,DNA/TcMar-Mariner,DNA/TcMar-Mariner,False,False,Reco_check,processed
rnd_4_family_155,rnd_4_family_155,639,94.0,307.0,1606,665,LINE/CR1,LINE/CR1,False,False,Reco_check,processed
rnd_4_family_118,rnd_4_family_118,220,18.0,0.0,1564,2432,LINE,LINE/R1,TIR,False,Need_check,processed
rnd_4_family_1799,rnd_4_family_1799,87,15.0,0.0,2343,2035,DNA/P,DNA/P,False,False,Need_check,processed
rnd_4_family_1799,rnd_4_family_1799_01,87,57.0,9.0,2343,787,DNA/P,DNA/P,False,False,Reco_check,processed
rnd_1_family_398,rnd_1_family_398,89,65.0,6.0,1728,8237,LTR/Pao,LTR/Pao,LTR,False,Perfect,processed
rnd_4_family_190,rnd_4_family_190,27,10.0,0.0,4748,7164,LINE/R1-LOA,LINE/R1,LTR,False,Need_check,processed
rnd_4_family_2048,rnd_4_family_2048,36,26.0,0.0,2292,3400,LTR/Pao,LTR/Pao,False,False,Need_check,processed
rnd_4_family_3130,rnd_4_family_3130,81,52.0,0.0,1723,1655,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_4_family_287,rnd_4_family_287,138,28.0,37.0,1681,1660,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_4_family_287,rnd_4_family_287_01,138,14.0,37.0,1681,1658,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_4_family_3440,rnd_4_family_3440,15,11.0,7.0,1695,1689,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_4_family_2694,rnd_4_family_2694,168,25.0,7.0,1010,1020,Unknown,Unknown,TIR,False,Good,processed
rnd_4_family_3363,rnd_4_family_3363,43,32.0,2.0,1298,1187,DNA/TcMar-Mariner,DNA/TcMar-Mariner,False,False,Reco_check,processed
rnd_1_family_456,rnd_1_family_456,3653,58.0,3.0,1835,9877,RC/Helitron,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_456,rnd_1_family_456_01,3653,35.0,2.0,1835,2527,RC/Helitron,RC/Helitron,LTR,False,Good,processed
rnd_4_family_3449,rnd_4_family_3449,36,11.0,9.0,1400,1396,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_4_family_3915,rnd_4_family_3915,44,NaN,NaN,2253,2253,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_3883,rnd_4_family_3883,20,16.0,0.0,1999,2912,DNA/P,DNA/P,False,False,Need_check,processed
rnd_4_family_3919,rnd_4_family_3919,145,29.0,37.0,1667,1660,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_4_family_3919,rnd_4_family_3919_01,145,14.0,37.0,1667,1658,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,False,Good,processed
rnd_4_family_337,rnd_4_family_337,2871,44.0,1433.0,2222,1162,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Reco_check,processed
rnd_4_family_337,rnd_4_family_337_01,2871,10.0,0.0,2222,1282,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_4_family_3879,rnd_4_family_3879,48,13.0,0.0,2239,2170,Unknown,LTR/Gypsy,False,False,Need_check,processed
rnd_1_family_89,rnd_1_family_89,115,97.0,15.0,4697,4644,LINE/L2,LINE/L2,False,False,Reco_check,processed
rnd_4_family_3917,rnd_4_family_3917,49,48.0,15.0,1302,1296,DNA/TcMar-Mariner,DNA/TcMar-Mariner,False,False,Reco_check,processed
rnd_4_family_4551,rnd_4_family_4551,23,18.0,0.0,2298,2347,DNA/CMC-EnSpm,DNA/CMC-EnSpm,False,False,Need_check,processed
rnd_4_family_383,rnd_4_family_383,361,10.0,0.0,1562,1253,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_383,rnd_4_family_383_01,361,68.0,16.0,1562,951,Unknown,Satellite,LTR,False,Good,processed
rnd_4_family_3870,rnd_4_family_3870,16,15.0,2.0,4405,3373,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_4362,rnd_4_family_4362,86,18.0,0.0,2308,1873,DNA/P,DNA/P,False,False,Need_check,processed
rnd_4_family_4362,rnd_4_family_4362_01,86,56.0,6.0,2308,801,DNA/P,DNA/P,False,False,Reco_check,processed
rnd_4_family_4505,rnd_4_family_4505,40,21.0,0.0,2090,2316,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_4602,rnd_4_family_4602,32,14.0,1.0,1380,1487,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_1_family_71,rnd_1_family_71,198,13.0,0.0,3236,2592,LINE/R1,LINE,TIR,False,Need_check,processed
rnd_4_family_283,rnd_4_family_283,59,16.0,2.0,3385,10589,LTR/Gypsy,LTR/Gypsy,LTR,False,Good,processed
rnd_4_family_283,rnd_4_family_283_01,59,14.0,0.0,3385,1647,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_550,rnd_4_family_550,18,NaN,NaN,1596,1596,LTR/Gypsy,LTR/Gypsy,False,False,NaN,skipped
rnd_4_family_423,rnd_4_family_423,154,73.0,2.0,755,880,Unknown,Satellite,LTR,False,Good,processed
rnd_4_family_324,rnd_4_family_324,24,20.0,0.0,3824,5983,LINE/R1,LINE/R1,False,False,Need_check,processed
rnd_4_family_5882,rnd_4_family_5882,16,NaN,4.0,1676,1676,DNA/TcMar-Tc1,DNA/TcMar-Tc1,TIR,True,NaN,processed
rnd_4_family_4503,rnd_4_family_4503,79,75.0,0.0,1736,1854,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_5665,rnd_4_family_5665,40,11.0,5.0,1669,1673,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_4_family_480,rnd_4_family_480,57,30.0,15.0,857,847,Unknown,Unknown,False,False,Reco_check,processed
rnd_4_family_5732,rnd_4_family_5732,12,NaN,NaN,3514,3514,Unknown,Unknown,False,False,NaN,skipped
rnd_4_family_5451,rnd_4_family_5451,29,18.0,1.0,2065,1536,DNA/Academ-1,DNA/Academ-1,False,False,Need_check,processed
rnd_4_family_4921,rnd_4_family_4921,37,37.0,11.0,1338,1329,DNA/TcMar-Mariner,DNA/TcMar-Mariner,False,False,Reco_check,processed
rnd_4_family_5428,rnd_4_family_5428,24,12.0,2.0,3405,2097,DNA/hAT-Tip100,DNA/hAT-Tip100,False,False,Need_check,processed
rnd_4_family_546,rnd_4_family_546,28,15.0,1.0,1839,1327,DNA/PiggyBac,DNA/PiggyBac,False,False,Need_check,processed
rnd_4_family_546,rnd_4_family_546_01,28,10.0,3.0,1839,1277,DNA/PiggyBac,DNA/PiggyBac,False,False,Need_check,processed
rnd_4_family_236,rnd_4_family_236,256,29.0,0.0,1817,8344,LTR/Pao,LTR/Pao,False,False,Need_check,processed
rnd_4_family_236,rnd_4_family_236_01,256,17.0,10.0,1817,4711,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_4_family_1524,rnd_4_family_1524,240,13.0,10.0,652,4711,Unknown,LTR/Pao,LTR,False,Good,processed
rnd_4_family_1524,rnd_4_family_1524_01,240,10.0,3.0,652,6036,Unknown,LTR/Pao,False,False,Need_check,processed
rnd_4_family_686,rnd_4_family_686,13,NaN,NaN,3060,3060,DNA/CMC-Transib,DNA/CMC-Transib,False,False,NaN,skipped
rnd_4_family_1389,rnd_4_family_1389,72,33.0,9.0,3212,6633,LTR/Pao,LTR/Pao,LTR,False,Perfect,processed
rnd_4_family_1389,rnd_4_family_1389_01,72,18.0,0.0,3212,5645,LTR/Pao,LINE/R1,LTR,False,Need_check,processed
rnd_4_family_5324,rnd_4_family_5324,66,49.0,0.0,2283,2492,Unknown,RC/Helitron,False,False,Need_check,processed
rnd_4_family_469,rnd_4_family_469,70,62.0,0.0,1013,813,Unknown,Unknown,LTR,False,Need_check,processed
rnd_4_family_6004,rnd_4_family_6004,3668,26.0,1496.0,1268,1141,Unknown,RC/Helitron,False,False,Reco_check,processed
rnd_4_family_6004,rnd_4_family_6004_01,3668,10.0,1400.0,1268,1136,Unknown,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_647,rnd_4_family_647,518,20.0,0.0,1167,1083,Unknown,Satellite,False,False,Need_check,processed
rnd_4_family_647,rnd_4_family_647_01,518,15.0,0.0,1167,1244,Unknown,Satellite,False,False,Need_check,processed
rnd_4_family_811,rnd_4_family_811,297,73.0,8.0,1489,995,Unknown,Satellite,False,False,Reco_check,processed
rnd_1_family_147,rnd_1_family_147,8,NaN,NaN,5067,5067,RC/Helitron,RC/Helitron,False,False,NaN,skipped
rnd_4_family_604,rnd_4_family_604,152,56.0,4.0,2263,2212,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_4_family_6384,rnd_4_family_6384,28,26.0,0.0,2809,3386,LTR/Pao,LTR/Pao,False,False,Need_check,processed
rnd_4_family_5326,rnd_4_family_5326,72,56.0,0.0,2473,2426,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_4_family_558,rnd_4_family_558,54,16.0,0.0,2873,3261,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Need_check,processed
rnd_1_family_17,rnd_1_family_17,8,NaN,4.0,3577,3577,Unknown,Unknown,LTR,True,NaN,processed
rnd_4_family_6361,rnd_4_family_6361,11184,83.0,1658.0,1181,927,RC/Helitron,RC/Helitron,LTR,False,Good,processed
rnd_1_family_132,rnd_1_family_132,152,56.0,4.0,2263,2212,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_131,rnd_1_family_131,262,49.0,12.0,2777,1181,DNA/P,DNA/P,LTR,False,Good,processed
rnd_1_family_131,rnd_1_family_131_01,262,19.0,7.0,2777,1253,DNA/P,DNA/P,False,False,Need_check,processed
rnd_4_family_844,rnd_4_family_844,76,10.0,2.0,557,10322,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_1_family_201,rnd_1_family_201,152,56.0,4.0,2263,2212,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_4_family_823,rnd_4_family_823,116,17.0,0.0,1123,1411,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_474,rnd_4_family_474,179,20.0,0.0,1531,2809,LINE/R1,LINE/R1,False,False,Need_check,processed
rnd_1_family_150,rnd_1_family_150,57,51.0,3.0,4247,4226,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_117,rnd_1_family_117,145,16.0,0.0,2025,4246,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_889,rnd_4_family_889,699,34.0,46.0,2144,5512,LINE/R1,LINE/R1-LOA,False,False,Reco_check,processed
rnd_4_family_889,rnd_4_family_889_01,699,30.0,46.0,2144,5518,LINE/R1,LINE/R1-LOA,False,False,Reco_check,processed
rnd_1_family_243,rnd_1_family_243,2255,10.0,23.0,3997,1662,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_1_family_263,rnd_1_family_263,42,11.0,0.0,2262,3089,Unknown,LTR/Gypsy,False,False,Need_check,processed
rnd_1_family_134,rnd_1_family_134,292,10.0,6.0,5376,3160,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_134,rnd_1_family_134_01,292,30.0,2.0,5376,4628,LTR/Pao,LINE/CR1,False,False,Reco_check,processed
rnd_1_family_216,rnd_1_family_216,8662,67.0,5.0,3442,3204,RC/Helitron,RC/Helitron,LTR,False,Good,processed
rnd_1_family_31,rnd_1_family_31,596,26.0,102.0,1771,1141,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Reco_check,processed
rnd_1_family_31,rnd_1_family_31_01,596,15.0,89.0,1771,1144,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Need_check,processed
rnd_1_family_320,rnd_1_family_320,343,16.0,116.0,2640,1137,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Need_check,processed
rnd_1_family_320,rnd_1_family_320_01,343,14.0,101.0,2640,1145,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Need_check,processed
rnd_4_family_896,rnd_4_family_896,97,39.0,0.0,2099,11532,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_896,rnd_4_family_896_01,97,28.0,16.0,2099,7245,LTR/Gypsy,LTR/Gypsy,LTR,False,Good,processed
rnd_1_family_338,rnd_1_family_338,260,32.0,0.0,788,3004,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_338,rnd_1_family_338_01,260,10.0,0.0,788,2997,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_3072,rnd_4_family_3072,1767,57.0,0.0,2174,3181,Unknown,Satellite,False,False,Need_check,processed
rnd_4_family_3072,rnd_4_family_3072_01,1767,13.0,340.0,2174,25619,Unknown,Satellite,LTR,False,Good,processed
rnd_1_family_312,rnd_1_family_312,117,36.0,9.0,3255,3223,LTR/Pao,LTR/Pao,LTR,False,Perfect,processed
rnd_1_family_312,rnd_1_family_312_01,117,12.0,11.0,3255,6344,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_305,rnd_1_family_305,187,13.0,0.0,3321,2490,LINE/R1,LINE/R1,TIR,False,Need_check,processed
rnd_1_family_348,rnd_1_family_348,57,51.0,3.0,4250,4226,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_124,rnd_1_family_124,1004,71.0,0.0,3189,5773,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_116,rnd_1_family_116,119,14.0,0.0,4169,10269,LTR/Gypsy,LTR/Gypsy,LTR,False,Need_check,processed
rnd_1_family_185,rnd_1_family_185,115,98.0,15.0,4697,4657,LINE/L2,LINE/L2,False,False,Reco_check,processed
rnd_1_family_402,rnd_1_family_402,29,28.0,10.0,2537,2533,DNA/MULE-MuDR,DNA/MULE-MuDR,TIR,False,Good,processed
rnd_1_family_32,rnd_1_family_32,722,95.0,11.0,3316,3280,DNA/CMC-Chapaev-3,DNA/CMC-Chapaev-3,TIR,False,Good,processed
rnd_1_family_235,rnd_1_family_235,72,35.0,0.0,4753,12876,LTR/Gypsy,LTR/Gypsy,LTR,False,Need_check,processed
rnd_1_family_385,rnd_1_family_385,57,51.0,3.0,4250,4226,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_236,rnd_1_family_236,57,17.0,0.0,4155,10590,LTR/Gypsy,LTR/Gypsy,LTR,False,Need_check,processed
rnd_1_family_236,rnd_1_family_236_01,57,17.0,0.0,4155,12364,LTR/Gypsy,LTR/Gypsy,LTR,False,Need_check,processed
rnd_4_family_3648,rnd_4_family_3648,645,10.0,0.0,2210,18919,Unknown,LINE/CR1,False,False,Need_check,processed
rnd_4_family_3648,rnd_4_family_3648_01,645,25.0,0.0,2210,17330,Unknown,Satellite,LTR,False,Need_check,processed
rnd_1_family_393,rnd_1_family_393,22,20.0,2.0,4330,4512,Unknown,Unknown,False,False,Reco_check,processed
rnd_1_family_153,rnd_1_family_153,41,17.0,0.0,8308,24588,LINE/R1-LOA,LINE/R1-LOA,LTR,False,Need_check,processed
rnd_1_family_222,rnd_1_family_222,118,78.0,0.0,3391,3723,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_39,rnd_1_family_39,57,51.0,3.0,4248,4226,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_424,rnd_1_family_424,35,12.0,1.0,3084,2823,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_1_family_40,rnd_1_family_40,44,21.0,0.0,2764,6738,LTR/Pao,LTR/Pao,False,False,Need_check,processed
rnd_1_family_453,rnd_1_family_453,39,21.0,1.0,4059,5198,DNA/CMC-EnSpm,DNA/CMC-EnSpm,False,False,Need_check,processed
rnd_1_family_35,rnd_1_family_35,685,60.0,31.0,5349,5343,LINE/R1-LOA,LINE/R1-LOA,False,False,Reco_check,processed
rnd_1_family_35,rnd_1_family_35_01,685,27.0,18.0,5349,5355,LINE/R1-LOA,LINE/R1-LOA,False,False,Reco_check,processed
rnd_1_family_69,rnd_1_family_69,46,30.0,3.0,3567,2711,DNA/hAT-Pegasus,DNA,False,False,Reco_check,processed
rnd_1_family_380,rnd_1_family_380,53,18.0,3.0,1557,10456,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_362,rnd_1_family_362,112,54.0,0.0,3160,3021,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_362,rnd_1_family_362_01,112,29.0,0.0,3160,3152,Unknown,Satellite,False,False,Need_check,processed
rnd_3_family_370,rnd_3_family_370,3,NaN,NaN,3682,3682,Unknown,Unknown,False,False,NaN,skipped
rnd_1_family_352,rnd_1_family_352,189,22.0,0.0,3350,2454,LINE/R1,LINE/R1,False,False,Need_check,processed
rnd_1_family_81,rnd_1_family_81,2500,97.0,114.0,2759,859,Unknown,RC/Helitron,False,False,Reco_check,processed
rnd_1_family_386,rnd_1_family_386,117,49.0,1.0,3172,3207,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_386,rnd_1_family_386_01,117,31.0,0.0,3172,3158,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_428,rnd_1_family_428,41,39.0,6.0,4530,4519,LTR/Copia,LTR/Copia,LTR,False,Perfect,processed
rnd_4_family_1040,rnd_4_family_1040,12,12.0,1.0,4967,6307,LTR/Pao,LTR/Pao,LTR,False,Need_check,processed
rnd_4_family_1045,rnd_4_family_1045,42,18.0,0.0,4018,2988,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_4_family_1045,rnd_4_family_1045_01,42,10.0,2.0,4018,1943,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_1_family_82,rnd_1_family_82,50,38.0,0.0,2499,4296,LTR/Pao,LTR/Pao,False,False,Need_check,processed
rnd_4_family_1751,rnd_4_family_1751,28,18.0,6.0,2288,1610,DNA/TcMar-Tc1,DNA/TcMar-Tc1,False,False,Need_check,processed
rnd_4_family_1535,rnd_4_family_1535,39,21.0,1.0,4195,3912,DNA/CMC-EnSpm,DNA/CMC-EnSpm,False,False,Need_check,processed
rnd_4_family_1471,rnd_4_family_1471,53,16.0,10.0,2968,1164,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_4_family_1471,rnd_4_family_1471_01,53,13.0,0.0,2968,3721,RC/Helitron,RC/Helitron,LTR,False,Need_check,processed
rnd_4_family_1351,rnd_4_family_1351,2298,14.0,17.0,3952,2334,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_4_family_1351,rnd_4_family_1351_01,2298,11.0,2.0,3952,3046,RC/Helitron,RC/Helitron,False,False,Need_check,processed
rnd_1_family_339,rnd_1_family_339,215,17.0,13.0,4507,8898,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_1_family_339,rnd_1_family_339_01,215,17.0,0.0,4507,12616,LTR/Gypsy,LTR/Gypsy,LTR,False,Need_check,processed
rnd_1_family_325,rnd_1_family_325,272,26.0,0.0,3790,13992,LINE/L1,LINE/L1,LTR,False,Need_check,processed
rnd_1_family_325,rnd_1_family_325_01,272,10.0,1.0,3790,15616,LINE/L1,LINE/L1,False,False,Need_check,processed
rnd_4_family_2421,rnd_4_family_2421,13,NaN,NaN,4407,4407,RC/Helitron,RC/Helitron,False,False,NaN,skipped
rnd_4_family_1423,rnd_4_family_1423,56,23.0,0.0,2658,9353,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_1844,rnd_4_family_1844,343,16.0,116.0,2639,1137,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Need_check,processed
rnd_4_family_1844,rnd_4_family_1844_01,343,14.0,101.0,2639,1145,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Need_check,processed
rnd_1_family_429,rnd_1_family_429,216,27.0,0.0,4560,4015,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_429,rnd_1_family_429_01,216,15.0,0.0,4560,8514,Unknown,Satellite,False,False,Need_check,processed
rnd_1_family_350,rnd_1_family_350,172,28.0,0.0,4416,12290,LTR/Gypsy,LTR/Gypsy,LTR,False,Need_check,processed
rnd_4_family_3450,rnd_4_family_3450,31,10.0,6.0,2435,1876,DNA/CMC-Transib,DNA/CMC-Transib,False,False,Need_check,processed
rnd_1_family_74,rnd_1_family_74,1172,12.0,1.0,319,16840,Unknown,Unknown,False,False,Need_check,processed
rnd_4_family_23,rnd_4_family_23,23,21.0,0.0,3734,4283,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_4492,rnd_4_family_4492,20,NaN,NaN,3134,3134,LINE/I-Jockey,LINE/I-Jockey,False,False,NaN,skipped
rnd_4_family_279,rnd_4_family_279,13,12.0,1.0,5316,6043,LTR/Pao,LTR/Pao,LTR,False,Need_check,processed
rnd_4_family_450,rnd_4_family_450,26,16.0,0.0,2018,1279,DNA/Academ-1,DNA/Academ-1,False,False,Need_check,processed
rnd_3_family_846,rnd_3_family_846,50,47.0,5.0,5546,5500,LTR/Gypsy,LTR/Gypsy,LTR,False,Perfect,processed
rnd_4_family_2310,rnd_4_family_2310,3244,62.0,1123.0,2746,857,LINE/CR1,LINE/CR1,LTR,False,Good,processed
rnd_4_family_538,rnd_4_family_538,7,NaN,NaN,3479,3479,LTR/Pao,LTR/Pao,False,False,NaN,skipped
rnd_4_family_545,rnd_4_family_545,27,NaN,NaN,3494,3494,LTR/Gypsy,LTR/Gypsy,False,False,NaN,skipped
rnd_4_family_3728,rnd_4_family_3728,37,37.0,0.0,3210,3466,DNA/PIF-Harbinger,DNA/PIF-Harbinger,False,False,Need_check,processed
rnd_4_family_2437,rnd_4_family_2437,28,24.0,0.0,5155,7147,LINE/I-Jockey,LINE/I-Jockey,False,False,Need_check,processed
rnd_4_family_391,rnd_4_family_391,37,22.0,0.0,2725,6157,LINE/I,LINE/I,False,False,Need_check,processed
rnd_1_family_88,rnd_1_family_88,226,29.0,10.0,4700,4761,LTR/Pao,LTR/Pao,LTR,False,Good,processed
rnd_1_family_88,rnd_1_family_88_01,226,27.0,0.0,4700,8203,LTR/Pao,LTR/Pao,LTR,False,Need_check,processed
rnd_4_family_223,rnd_4_family_223,2593,18.0,744.0,3881,1205,LTR/Gypsy,LTR/Gypsy,False,False,Need_check,processed
rnd_4_family_223,rnd_4_family_223_01,2593,22.0,0.0,3881,6776,LTR/Gypsy,LTR/Gypsy,LTR,False,Need_check,processed
