subclass	superfamily	family	total_bp	mean_width	min_width	max_width	sd_width	mean_div	min_div	max_div	sd_div
RC	Helitron	RND-1_FAMILY-166	371223	700.42	101	7176	631.33	0.1	-0	0.36	0.06
RC	Helitron	RND-1_FAMILY-176	290885	441.4	101	7106	669.14	0.13	-0	0.37	0.07
RC	Helitron	RND-1_FAMILY-185	147116	3130.13	101	10433	3753.99	0.07	0.01	0.18	0.05
RC	Helitron	RND-1_FAMILY-199	235769	522.77	101	1575	370.48	0.1	0.01	0.29	0.06
RC	Helitron	RND-1_FAMILY-224	188510	367.47	101	2459	308.17	0.12	-0	0.34	0.07
RC	Helitron	RND-1_FAMILY-245	27364	369.78	103	1959	404.97	0.18	0.04	0.36	0.08
RC	Helitron	RND-1_FAMILY-248	18870	650.69	101	1852	527.72	0.09	-0	0.4	0.14
RC	Helitron	RND-1_FAMILY-260	118282	2112.18	101	18041	3609.08	0.12	0.01	0.28	0.08
RC	Helitron	RND-1_FAMILY-301	265105	2549.09	126	10128	2604.14	0.06	0.01	0.17	0.04
RC	Helitron	RND-1_FAMILY-312	58132	392.78	101	8547	929.04	0.26	0	0.41	0.09
RC	Helitron	RND-1_FAMILY-321	2228	742.67	140	1881	986.39	0.09	0.05	0.18	0.07
RC	Helitron	RND-1_FAMILY-51	113958	926.49	108	10827	1470.7	0.17	0	0.41	0.15
RC	Helitron	RND-1_FAMILY-97	110546	757.16	101	4772	923.48	0.12	0.01	0.33	0.08
RC	Helitron	RND-2_FAMILY-19	34343	1320.88	105	2253	769.65	0.02	0	0.24	0.05
RC	Helitron	RND-3_FAMILY-223	374404	301.94	101	1245	188.45	0.14	0.02	0.35	0.05
RC	Helitron	RND-4_FAMILY-1387	57153	308.94	101	3232	449.15	0.18	0	0.38	0.08
RC	Helitron	RND-4_FAMILY-1485	41094	595.57	101	2638	574.31	0.16	0.01	0.4	0.13
RC	Helitron	RND-4_FAMILY-1532	16365	277.37	101	818	183.49	0.19	0.09	0.4	0.06
RC	Helitron	RND-4_FAMILY-2369	8772	398.73	106	1125	321.41	0.16	0.07	0.39	0.1
RC	Helitron	RND-4_FAMILY-2522	1960605	844	101	3096	418.33	0.08	0.01	0.37	0.04
RC	Helitron	RND-4_FAMILY-2594	7688	240.25	124	568	108.77	0.16	0.1	0.22	0.03
RC	Helitron	RND-4_FAMILY-2928	26844	339.8	105	1840	297.38	0.17	-0	0.36	0.12
RC	Helitron	RND-4_FAMILY-373	37985	730.48	108	2056	623.73	0.23	0.01	0.4	0.14
RC	Helitron	RND-4_FAMILY-375	24525	318.51	101	1541	317.7	0.15	-0	0.36	0.13
RC	Helitron	RND-4_FAMILY-976	36833	387.72	101	1443	370.14	0.19	0.01	0.39	0.12
RC	Helitron	RND-4_FAMILY-977	7383	171.7	102	456	64.64	0.13	-0	0.33	0.08
SINE	ID	RND-3_FAMILY-205	3010	111.48	103	123	4.96	0.21	0.04	0.34	0.1
Unknown	Unknown	FBTE0000136	140134	468.68	103	1011	241.71	0.05	-0	0.28	0.05
Unknown	Unknown	FBTE0001144	476774	583.57	101	1928	265.47	0.07	-0	0.24	0.05
Unknown	Unknown	RND-1_FAMILY-10	462445	336.08	101	1251	184.55	0.12	-0	0.31	0.06
Unknown	Unknown	RND-1_FAMILY-102	296	148	126	170	31.11	0.12	0.04	0.2	0.11
Unknown	Unknown	RND-1_FAMILY-103	10289	3429.67	987	5668	2347.18	0.02	0.01	0.02	0
Unknown	Unknown	RND-1_FAMILY-104	27673	588.79	128	1196	312.87	0.09	0.02	0.31	0.07
Unknown	Unknown	RND-1_FAMILY-108	22079	256.73	105	653	111.65	0.09	-0	0.25	0.08
Unknown	Unknown	RND-1_FAMILY-110	92506	833.39	101	3314	636.84	0.07	0.01	0.3	0.06
Unknown	Unknown	RND-1_FAMILY-112	65913	210.58	104	532	77.38	0.12	0.06	0.28	0.03
Unknown	Unknown	RND-1_FAMILY-114	59176	704.48	101	2129	434.52	0.08	0.01	0.28	0.05
Unknown	Unknown	RND-1_FAMILY-12	129054	551.51	107	1283	187.95	0.03	-0	0.25	0.04
Unknown	Unknown	RND-1_FAMILY-131	49122	277.53	101	972	221.12	0.13	0.01	0.37	0.07
Unknown	Unknown	RND-1_FAMILY-132	35443	393.81	102	658	166.21	0.07	0.01	0.19	0.05
Unknown	Unknown	RND-1_FAMILY-135	304430	279.29	101	1055	136.29	0.11	0.01	0.32	0.06
Unknown	Unknown	RND-1_FAMILY-14	151329	630.54	105	1588	276.19	0.03	-0	0.29	0.04
Unknown	Unknown	RND-1_FAMILY-142	7523	537.36	109	1680	591.87	0.12	0	0.3	0.1
Unknown	Unknown	RND-1_FAMILY-15	149777	494.31	101	12721	1313.01	0.17	0.01	0.33	0.06
Unknown	Unknown	RND-1_FAMILY-152	33113	337.89	108	652	159.94	0.09	0.01	0.27	0.06
Unknown	Unknown	RND-1_FAMILY-153	88674	521.61	102	968	307.88	0.06	0.02	0.18	0.03
Unknown	Unknown	RND-1_FAMILY-158	57620	329.26	101	1025	191.47	0.12	0.02	0.27	0.04
Unknown	Unknown	RND-1_FAMILY-164	7305	182.62	101	368	79.71	0.13	0.06	0.27	0.05
Unknown	Unknown	RND-1_FAMILY-167	3257	250.54	109	416	98.32	0.14	0.1	0.18	0.02
Unknown	Unknown	RND-1_FAMILY-178	796	113.71	101	152	19.12	0.13	0.05	0.2	0.07
Unknown	Unknown	RND-1_FAMILY-182	18618	351.28	102	950	217.71	0.12	0.02	0.24	0.06
Unknown	Unknown	RND-1_FAMILY-186	26924	324.39	103	364	55.37	0.04	-0	0.33	0.06
Unknown	Unknown	RND-1_FAMILY-19	53557	575.88	103	1621	467	0.06	0.01	0.28	0.05
Unknown	Unknown	RND-1_FAMILY-191	11886	312.79	104	1181	247.16	0.12	0.02	0.24	0.06
Unknown	Unknown	RND-1_FAMILY-194	53890	2694.5	137	10135	2911.25	0.03	0.01	0.13	0.03
Unknown	Unknown	RND-1_FAMILY-196	43812	674.03	118	2851	526.17	0.15	-0	0.29	0.08
Unknown	Unknown	RND-1_FAMILY-198	8479	211.98	108	441	80.34	0.12	0.07	0.24	0.04
Unknown	Unknown	RND-1_FAMILY-200	6645	390.88	102	869	259.05	0.09	0.02	0.19	0.06
Unknown	Unknown	RND-1_FAMILY-201	5402	216.08	105	554	118.22	0.12	0.04	0.27	0.07
Unknown	Unknown	RND-1_FAMILY-202	962	160.33	101	233	51.98	0.12	0.08	0.17	0.04
Unknown	Unknown	RND-1_FAMILY-204	2293	176.38	108	321	75.7	0.11	0.07	0.17	0.04
Unknown	Unknown	RND-1_FAMILY-205	1849	308.17	131	692	198.23	0.04	0.03	0.06	0.01
Unknown	Unknown	RND-1_FAMILY-209	8248	249.94	102	392	88.22	0.13	0.05	0.22	0.03
Unknown	Unknown	RND-1_FAMILY-210	40674	272.98	103	802	152.52	0.13	0.04	0.29	0.05
Unknown	Unknown	RND-1_FAMILY-212	12181	206.46	102	560	97.33	0.16	0.08	0.33	0.05
Unknown	Unknown	RND-1_FAMILY-219	4427	245.94	104	438	124.96	0.1	0.05	0.15	0.03
Unknown	Unknown	RND-1_FAMILY-22	86113	521.9	103	1641	337.93	0.12	0.02	0.27	0.05
Unknown	Unknown	RND-1_FAMILY-225	29798	608.12	118	1702	422.97	0.07	0	0.21	0.05
Unknown	Unknown	RND-1_FAMILY-228	14214	253.82	105	784	145.6	0.11	0.01	0.32	0.06
Unknown	Unknown	RND-1_FAMILY-23	13475	232.33	101	1694	276.93	0.17	0.04	0.29	0.06
Unknown	Unknown	RND-1_FAMILY-230	264024	460.77	103	1247	197.97	0.11	0.02	0.33	0.07
Unknown	Unknown	RND-1_FAMILY-234	58391	2780.52	118	6924	2555.53	0.09	0.01	0.33	0.09
Unknown	Unknown	RND-1_FAMILY-239	6772	1693	128	4831	2126.87	0.08	0.02	0.22	0.09
Unknown	Unknown	RND-1_FAMILY-240	33671	687.16	173	1797	456.38	0.03	0	0.14	0.02
Unknown	Unknown	RND-1_FAMILY-241	4374	190.17	101	449	94.67	0.12	0.05	0.22	0.04
Unknown	Unknown	RND-1_FAMILY-244	7090	545.38	122	1769	465.19	0.1	0.01	0.17	0.06
Unknown	Unknown	RND-1_FAMILY-246	5411	270.55	105	826	210.8	0.13	0.06	0.29	0.06
Unknown	Unknown	RND-1_FAMILY-251	93062	4431.52	121	31459	8691.03	0.14	0.03	0.28	0.08
Unknown	Unknown	RND-1_FAMILY-256	6384	152	105	226	34.21	0.05	0.01	0.22	0.04
Unknown	Unknown	RND-1_FAMILY-257	5435	155.29	102	226	28.33	0.12	0.05	0.2	0.04
Unknown	Unknown	RND-1_FAMILY-26	8093	289.04	104	549	119.19	0.08	0.02	0.2	0.05
Unknown	Unknown	RND-1_FAMILY-261	30660	1057.24	104	3814	894.36	0.06	0	0.22	0.06
Unknown	Unknown	RND-1_FAMILY-266	58314	435.18	116	1111	227.43	0.1	0.03	0.27	0.06
Unknown	Unknown	RND-1_FAMILY-268	21823	436.46	101	1340	390.57	0.08	0.01	0.23	0.05
Unknown	Unknown	RND-1_FAMILY-269	46574	461.13	101	2695	498.52	0.13	0	0.3	0.08
Unknown	Unknown	RND-1_FAMILY-271	33142	676.37	105	1725	498.44	0.05	0	0.32	0.08
Unknown	Unknown	RND-1_FAMILY-274	13917	632.59	183	1275	360.67	0.08	0.02	0.27	0.06
Unknown	Unknown	RND-1_FAMILY-275	4870	231.9	129	418	104.24	0.06	0.02	0.13	0.03
Unknown	Unknown	RND-1_FAMILY-279	49965	1161.98	121	2324	745	0.06	-0	0.32	0.08
Unknown	Unknown	RND-1_FAMILY-280	76630	528.48	101	1799	415.31	0.09	-0	0.3	0.07
Unknown	Unknown	RND-1_FAMILY-282	36945	326.95	112	964	228.64	0.17	0.02	0.44	0.12
Unknown	Unknown	RND-1_FAMILY-285	2309	256.56	159	313	51.84	0.12	0.06	0.16	0.03
Unknown	Unknown	RND-1_FAMILY-287	2939	587.8	112	2138	869.16	0.12	0.03	0.18	0.06
Unknown	Unknown	RND-1_FAMILY-288	12348	1029	105	2289	608.53	0.03	0	0.15	0.04
Unknown	Unknown	RND-1_FAMILY-289	6360	578.18	109	1272	451.75	0.08	0.03	0.16	0.04
Unknown	Unknown	RND-1_FAMILY-290	6370	219.66	120	463	54.18	0.08	-0	0.36	0.1
Unknown	Unknown	RND-1_FAMILY-294	25520	708.89	102	1628	370.78	0.14	0.02	0.25	0.06
Unknown	Unknown	RND-1_FAMILY-295	10264	342.13	162	483	110.6	0.07	0	0.12	0.02
Unknown	Unknown	RND-1_FAMILY-30	36181	463.86	102	1609	319.14	0.13	0.03	0.26	0.05
Unknown	Unknown	RND-1_FAMILY-302	6023	301.15	108	519	168.56	0.09	0.03	0.21	0.06
Unknown	Unknown	RND-1_FAMILY-303	31360	265.76	101	965	155.13	0.11	0.03	0.26	0.04
Unknown	Unknown	RND-1_FAMILY-305	7416	264.86	109	619	131.59	0.13	0.06	0.26	0.05
Unknown	Unknown	RND-1_FAMILY-306	7081	372.68	104	842	244.9	0.07	0.01	0.16	0.04
Unknown	Unknown	RND-1_FAMILY-31	58672	331.48	106	888	149.89	0.08	0.01	0.16	0.03
Unknown	Unknown	RND-1_FAMILY-319	2659	189.93	101	351	78.61	0.18	0.07	0.29	0.07
Unknown	Unknown	RND-1_FAMILY-328	51675	406.89	102	1128	212.84	0.05	0.01	0.32	0.05
Unknown	Unknown	RND-1_FAMILY-335	19303	244.34	111	369	63.64	0.08	0.02	0.19	0.04
Unknown	Unknown	RND-1_FAMILY-337	14660	563.85	102	1567	588.86	0.16	-0	0.29	0.1
Unknown	Unknown	RND-1_FAMILY-338	28431	1093.5	132	3697	1211.02	0.11	-0	0.33	0.11
Unknown	Unknown	RND-1_FAMILY-34	12079	274.52	114	391	86.06	0.08	0.01	0.27	0.05
Unknown	Unknown	RND-1_FAMILY-346	13909	604.74	105	1556	420.87	0.08	0.02	0.19	0.06
Unknown	Unknown	RND-1_FAMILY-348	96010	2087.17	110	10079	2144.55	0.05	0	0.28	0.07
Unknown	Unknown	RND-1_FAMILY-354	20949	355.07	104	807	216.01	0.15	0.08	0.29	0.05
Unknown	Unknown	RND-1_FAMILY-356	1207	241.4	136	558	180.86	0.17	0.08	0.21	0.05
Unknown	Unknown	RND-1_FAMILY-357	54216	315.21	106	862	115.67	0.07	-0	0.21	0.05
Unknown	Unknown	RND-1_FAMILY-359	24700	588.1	113	1704	355.39	0.25	0.12	0.37	0.07
Unknown	Unknown	RND-1_FAMILY-36	49269	251.37	101	472	94.5	0.19	0.04	0.35	0.1
Unknown	Unknown	RND-1_FAMILY-363	44618	564.78	105	1240	353.43	0.1	0.01	0.31	0.07
Unknown	Unknown	RND-1_FAMILY-37	5474	161	105	218	30.98	0.11	0.05	0.23	0.03
Unknown	Unknown	RND-1_FAMILY-376	4540	206.36	103	439	95.05	0.15	0.09	0.24	0.04
Unknown	Unknown	RND-1_FAMILY-378	22616	403.86	101	1286	297.72	0.11	0.03	0.23	0.05
Unknown	Unknown	RND-1_FAMILY-380	168086	1235.93	106	7074	1357.85	0.13	0.02	0.27	0.08
Unknown	Unknown	RND-1_FAMILY-381	69001	272.73	101	989	170.27	0.13	0.02	0.27	0.06
Unknown	Unknown	RND-1_FAMILY-382	8699	217.48	107	514	132.98	0.14	0.03	0.26	0.06
Unknown	Unknown	RND-1_FAMILY-384	104061	5476.89	207	28388	7267.43	0.1	-0	0.27	0.1
Unknown	Unknown	RND-1_FAMILY-39	31236	347.07	104	1423	284.19	0.09	0.03	0.3	0.06
Unknown	Unknown	RND-1_FAMILY-390	9471	591.94	106	968	340.35	0.06	0	0.3	0.09
Unknown	Unknown	RND-1_FAMILY-392	241025	1535.19	102	37442	4347.82	0.07	0.01	0.27	0.06
Unknown	Unknown	RND-1_FAMILY-399	41648	816.63	101	1808	520.71	0.23	0.09	0.43	0.06
Unknown	Unknown	RND-1_FAMILY-4	270091	239.44	102	1073	208.53	0.2	0.01	0.32	0.08
Unknown	Unknown	RND-1_FAMILY-402	9495	527.5	105	857	291.86	0.03	0.01	0.06	0.01
Unknown	Unknown	RND-1_FAMILY-406	21227	482.43	107	1325	325.71	0.08	0.02	0.19	0.04
Unknown	Unknown	RND-1_FAMILY-407	68362	225.62	101	519	93.11	0.12	0.04	0.28	0.05
Unknown	Unknown	RND-1_FAMILY-410	10282	228.49	101	435	102.36	0.13	0.02	0.2	0.04
Unknown	Unknown	RND-1_FAMILY-411	16978	565.93	135	1035	318.54	0.04	0	0.1	0.03
Unknown	Unknown	RND-1_FAMILY-414	10255	341.83	107	1049	230.8	0.11	0.02	0.28	0.07
Unknown	Unknown	RND-1_FAMILY-43	142958	418.01	101	1433	274.84	0.09	0.01	0.3	0.05
Unknown	Unknown	RND-1_FAMILY-46	117584	557.27	101	7224	646.38	0.13	0.01	0.31	0.08
Unknown	Unknown	RND-1_FAMILY-5	79110	277.58	101	913	168.75	0.11	0.01	0.3	0.07
Unknown	Unknown	RND-1_FAMILY-50	37999	690.89	114	2995	660.55	0.12	0.02	0.29	0.07
Unknown	Unknown	RND-1_FAMILY-56	39051	527.72	101	2373	489.24	0.08	0.02	0.28	0.06
Unknown	Unknown	RND-1_FAMILY-59	22933	290.29	102	668	91.84	0.1	0.06	0.17	0.02
Unknown	Unknown	RND-1_FAMILY-6	24967	217.1	101	669	117.83	0.14	0.05	0.3	0.06
Unknown	Unknown	RND-1_FAMILY-60	30115	478.02	104	1025	285.26	0.04	-0	0.29	0.06
Unknown	Unknown	RND-1_FAMILY-62	687	343.5	172	515	242.54	0.23	0.22	0.25	0.02
Unknown	Unknown	RND-1_FAMILY-63	21553	150.72	101	682	64.7	0.14	0.01	0.33	0.07
Unknown	Unknown	RND-1_FAMILY-66	34530	822.14	114	4046	807.03	0.07	0.01	0.26	0.06
Unknown	Unknown	RND-1_FAMILY-67	28567	696.76	112	1194	327.64	0.03	-0	0.28	0.05
Unknown	Unknown	RND-1_FAMILY-68	27016	254.87	104	613	125.82	0.15	0.05	0.27	0.04
Unknown	Unknown	RND-1_FAMILY-7	403	201.5	102	301	140.71	0.13	0.05	0.2	0.11
Unknown	Unknown	RND-1_FAMILY-70	11053	298.73	127	376	84.78	0.06	0.01	0.31	0.07
Unknown	Unknown	RND-1_FAMILY-72	40607	177.32	104	477	67	0.21	0.03	0.35	0.06
Unknown	Unknown	RND-1_FAMILY-73	66458	256.59	102	770	116.19	0.19	0.1	0.31	0.04
Unknown	Unknown	RND-1_FAMILY-75	4435	158.39	101	240	41.26	0.13	0.05	0.31	0.06
Unknown	Unknown	RND-1_FAMILY-76	53380	254.19	101	814	136.3	0.13	0.02	0.32	0.06
Unknown	Unknown	RND-1_FAMILY-77	33495	1595	121	7857	2010.27	0.23	0.15	0.31	0.05
Unknown	Unknown	RND-1_FAMILY-81	25899	223.27	101	708	120.89	0.18	0.09	0.31	0.04
Unknown	Unknown	RND-1_FAMILY-88	24539	187.32	105	476	38	0.05	-0	0.23	0.06
Unknown	Unknown	RND-1_FAMILY-90	138	138	138	138	NA	0.06	0.06	0.06	NA
Unknown	Unknown	RND-1_FAMILY-94	19405	473.29	102	1494	364.81	0.1	0.01	0.23	0.07
Unknown	Unknown	RND-1_FAMILY-98	52772	787.64	115	2346	586.94	0.08	0	0.29	0.07
Unknown	Unknown	RND-1_FAMILY-99	34664	619	110	1566	399.98	0.08	0	0.27	0.05
Unknown	Unknown	RND-2_FAMILY-155	180455	713.26	101	1624	441.83	0.09	0	0.25	0.05
Unknown	Unknown	RND-3_FAMILY-1	23473	198.92	103	325	56.26	0.13	0.06	0.24	0.03
Unknown	Unknown	RND-3_FAMILY-100	45576	169.43	101	330	43.15	0.11	0.03	0.21	0.03
Unknown	Unknown	RND-3_FAMILY-1004	20351	176.97	101	535	82.01	0.17	0.06	0.36	0.05
Unknown	Unknown	RND-3_FAMILY-1035	158454	524.68	101	1759	310.27	0.15	0.03	0.28	0.06
Unknown	Unknown	RND-3_FAMILY-1180	33316	724.26	103	2875	716.18	0.14	0.01	0.3	0.09
Unknown	Unknown	RND-3_FAMILY-1478	7877	1125.29	120	3408	1230.02	0.04	0.01	0.15	0.05
Unknown	Unknown	RND-3_FAMILY-162	4787	132.97	101	193	28.62	0.17	0.1	0.29	0.04
Unknown	Unknown	RND-3_FAMILY-165	11852	188.13	102	596	109.91	0.1	0.05	0.27	0.04
Unknown	Unknown	RND-3_FAMILY-185	500	250	249	251	1.41	0.02	0.02	0.02	0
Unknown	Unknown	RND-3_FAMILY-207	13601	283.35	102	636	151.13	0.12	0.06	0.27	0.04
Unknown	Unknown	RND-3_FAMILY-218	4912	272.89	109	830	199.36	0.09	0.02	0.19	0.06
Unknown	Unknown	RND-3_FAMILY-219	29212	695.52	101	2736	694.22	0.14	0.02	0.28	0.09
Unknown	Unknown	RND-3_FAMILY-222	28180	179.49	101	393	72.1	0.18	0.08	0.3	0.04
Unknown	Unknown	RND-3_FAMILY-2709	3268	181.56	111	246	30.44	0.04	-0	0.26	0.07
Unknown	Unknown	RND-3_FAMILY-321	9049	156.02	103	300	51.06	0.17	0.09	0.37	0.05
Unknown	Unknown	RND-3_FAMILY-343	20327	236.36	101	383	66.25	0.17	0.08	0.28	0.04
Unknown	Unknown	RND-3_FAMILY-35	8378	152.33	101	215	30.87	0.13	0.07	0.22	0.03
Unknown	Unknown	RND-3_FAMILY-369	14054	149.51	101	442	54.55	0.18	0.09	0.3	0.04
Unknown	Unknown	RND-3_FAMILY-617	32030	865.68	120	2483	626.65	0.13	0.08	0.18	0.03
Unknown	Unknown	RND-3_FAMILY-740	19497	183.93	102	353	59.13	0.17	0.07	0.3	0.04
Unknown	Unknown	RND-3_FAMILY-759	3431	190.61	101	329	64.3	0.11	0.03	0.18	0.04
Unknown	Unknown	RND-3_FAMILY-767	54258	234.88	105	1062	142.32	0.2	0.02	0.35	0.07
Unknown	Unknown	RND-3_FAMILY-789	35787	406.67	103	923	233.24	0.08	0	0.18	0.03
Unknown	Unknown	RND-3_FAMILY-82	20372	186.9	101	375	71.49	0.17	0.07	0.36	0.05
Unknown	Unknown	RND-4_FAMILY-1066	46923	308.7	102	984	208.21	0.09	0.02	0.21	0.04
Unknown	Unknown	RND-4_FAMILY-1071	24047	216.64	101	584	117.61	0.18	0.08	0.33	0.06
Unknown	Unknown	RND-4_FAMILY-1125	24245	782.1	107	8315	2013.46	0.24	0.01	0.35	0.08
Unknown	Unknown	RND-4_FAMILY-1127	7830	252.58	113	1164	190.94	0.04	-0	0.24	0.05
Unknown	Unknown	RND-4_FAMILY-1220	1995	166.25	108	252	45.17	0.17	0.1	0.24	0.05
Unknown	Unknown	RND-4_FAMILY-1233	9604	223.35	102	550	117.18	0.14	0.07	0.25	0.04
Unknown	Unknown	RND-4_FAMILY-1236	276	138	131	145	9.9	0.1	0.09	0.11	0.02
Unknown	Unknown	RND-4_FAMILY-1258	7353	237.19	101	540	122.72	0.15	0.05	0.28	0.05
Unknown	Unknown	RND-4_FAMILY-1266	11541	329.74	102	1553	344.55	0.07	0.01	0.31	0.08
Unknown	Unknown	RND-4_FAMILY-128	89737	838.66	102	4734	1137.25	0.18	0.01	0.33	0.08
Unknown	Unknown	RND-4_FAMILY-1287	9593	368.96	128	489	136.11	0.04	0	0.14	0.04
Unknown	Unknown	RND-4_FAMILY-1303	5515	204.26	101	495	113.48	0.19	0.11	0.28	0.04
Unknown	Unknown	RND-4_FAMILY-1327	6304	191.03	101	377	93.49	0.15	0.1	0.23	0.04
Unknown	Unknown	RND-4_FAMILY-1335	22890	200.79	102	560	92.63	0.16	0.08	0.31	0.04
Unknown	Unknown	RND-4_FAMILY-1341	16869	221.96	102	706	114.05	0.17	0.04	0.24	0.04
Unknown	Unknown	RND-4_FAMILY-1342	11833	338.09	103	669	168.51	0.15	0.07	0.25	0.05
Unknown	Unknown	RND-4_FAMILY-1349	11617	178.72	101	348	62.05	0.19	0.1	0.27	0.03
Unknown	Unknown	RND-4_FAMILY-1443	33105	871.18	104	3809	981.5	0.13	0.03	0.29	0.06
Unknown	Unknown	RND-4_FAMILY-1475	12335	128.49	101	328	27.66	0.19	0.1	0.32	0.05
Unknown	Unknown	RND-4_FAMILY-1480	8828	152.21	102	276	40.05	0.15	0.06	0.24	0.05
Unknown	Unknown	RND-4_FAMILY-1499	921	230.25	160	307	60.48	0.19	0.11	0.23	0.05
Unknown	Unknown	RND-4_FAMILY-157	1917	159.75	111	230	44.77	0.19	0.12	0.25	0.04
Unknown	Unknown	RND-4_FAMILY-1576	20197	280.51	102	536	110.73	0.11	0.01	0.23	0.06
Unknown	Unknown	RND-4_FAMILY-1659	910	130	106	158	17.69	0.18	0.07	0.28	0.07
Unknown	Unknown	RND-4_FAMILY-1669	14830	823.89	101	2605	952.72	0.14	0	0.29	0.1
Unknown	Unknown	RND-4_FAMILY-1701	39777	904.02	107	2309	755.83	0.11	0.01	0.39	0.09
Unknown	Unknown	RND-4_FAMILY-1729	2692	207.08	141	284	48.34	0.14	0.05	0.22	0.05
Unknown	Unknown	RND-4_FAMILY-1789	4233	211.65	104	433	106.98	0.12	0.03	0.28	0.06
Unknown	Unknown	RND-4_FAMILY-1790	22366	266.26	102	751	165.45	0.12	0.03	0.3	0.06
Unknown	Unknown	RND-4_FAMILY-1802	3850	175	102	254	40.23	0.13	0.08	0.22	0.04
Unknown	Unknown	RND-4_FAMILY-1810	48071	485.57	101	1688	455.88	0.16	0	0.37	0.1
Unknown	Unknown	RND-4_FAMILY-1814	11680	253.91	105	552	135.96	0.19	0.09	0.32	0.05
Unknown	Unknown	RND-4_FAMILY-190	6602	412.62	152	698	179.99	0.13	0.09	0.25	0.04
Unknown	Unknown	RND-4_FAMILY-1926	52640	1548.24	140	6443	1395.7	0.13	0.06	0.21	0.04
Unknown	Unknown	RND-4_FAMILY-1930	39198	1187.82	127	2906	941.59	0.14	0.06	0.27	0.05
Unknown	Unknown	RND-4_FAMILY-1933	30619	874.83	154	2276	562.22	0.14	0.08	0.2	0.03
Unknown	Unknown	RND-4_FAMILY-1946	671	134.2	101	179	36.29	0.19	0.12	0.31	0.08
Unknown	Unknown	RND-4_FAMILY-1965	15632	195.4	103	579	92.73	0.18	0.07	0.31	0.05
Unknown	Unknown	RND-4_FAMILY-1970	20917	348.62	107	902	175.46	0.08	0.04	0.24	0.05
Unknown	Unknown	RND-4_FAMILY-1974	1198	133.11	105	215	33.8	0.24	0.03	0.37	0.11
Unknown	Unknown	RND-4_FAMILY-1989	36693	495.85	102	3303	646.35	0.1	0	0.36	0.1
Unknown	Unknown	RND-4_FAMILY-204	9408	165.05	102	409	66.18	0.2	0.11	0.33	0.05
Unknown	Unknown	RND-4_FAMILY-2043	21187	261.57	102	541	111.56	0.17	0.08	0.27	0.04
Unknown	Unknown	RND-4_FAMILY-2065	15864	933.18	204	1197	323.01	0.19	0.07	0.34	0.1
Unknown	Unknown	RND-4_FAMILY-2118	32022	615.81	102	1586	438.8	0.08	0.01	0.26	0.06
Unknown	Unknown	RND-4_FAMILY-2152	4859	161.97	101	294	57.72	0.17	0.11	0.27	0.04
Unknown	Unknown	RND-4_FAMILY-2166	5428	417.54	119	1626	472.15	0.14	0.02	0.29	0.08
Unknown	Unknown	RND-4_FAMILY-2236	5153	396.38	113	842	226.53	0.04	0.02	0.09	0.02
Unknown	Unknown	RND-4_FAMILY-2244	495	165	142	188	23	0.14	0.11	0.21	0.06
Unknown	Unknown	RND-4_FAMILY-2248	15859	386.8	101	1043	241.68	0.16	0.06	0.34	0.09
Unknown	Unknown	RND-4_FAMILY-2268	4041	144.32	103	321	59.22	0.21	0.11	0.32	0.06
Unknown	Unknown	RND-4_FAMILY-2303	16193	539.77	101	2405	641.3	0.11	0.04	0.22	0.05
Unknown	Unknown	RND-4_FAMILY-2342	4508	196	101	376	70.02	0.1	0.03	0.23	0.06
Unknown	Unknown	RND-4_FAMILY-2359	26910	640.71	120	1777	472.8	0.08	0.04	0.24	0.05
Unknown	Unknown	RND-4_FAMILY-2379	6707	239.54	104	713	154.34	0.16	0.07	0.25	0.04
Unknown	Unknown	RND-4_FAMILY-2427	679	113.17	105	130	9.2	0.16	0.1	0.22	0.05
Unknown	Unknown	RND-4_FAMILY-2518	12567	273.2	105	685	148.1	0.17	0.04	0.29	0.05
Unknown	Unknown	RND-4_FAMILY-2616	33877	169.38	101	315	46.81	0.1	0.02	0.27	0.06
Unknown	Unknown	RND-4_FAMILY-2652	1476	123	107	159	17.8	0.16	0.1	0.19	0.03
Unknown	Unknown	RND-4_FAMILY-2695	37129	728.02	110	2539	559.8	0.08	0.01	0.23	0.05
Unknown	Unknown	RND-4_FAMILY-299	5019	228.14	111	625	135.94	0.13	0.03	0.22	0.06
Unknown	Unknown	RND-4_FAMILY-3113	10494	1049.4	134	2947	1096.81	0.18	0.1	0.29	0.06
Unknown	Unknown	RND-4_FAMILY-3121	5774	180.44	101	435	85.77	0.09	0.05	0.19	0.03
Unknown	Unknown	RND-4_FAMILY-313	38804	346.46	102	969	219.2	0.14	0.06	0.35	0.05
Unknown	Unknown	RND-4_FAMILY-316	5764	360.25	103	1247	311.56	0.13	0.02	0.25	0.08
Unknown	Unknown	RND-4_FAMILY-317	27658	317.91	106	1490	273.49	0.12	0.04	0.27	0.05
Unknown	Unknown	RND-4_FAMILY-3214	42871	714.52	104	2204	547.49	0.08	-0	0.27	0.08
Unknown	Unknown	RND-4_FAMILY-341	11546	240.54	101	545	113.07	0.16	0.09	0.25	0.04
Unknown	Unknown	RND-4_FAMILY-3416	49829	732.78	101	2136	681.79	0.17	0.06	0.39	0.08
Unknown	Unknown	RND-4_FAMILY-3548	372	124	113	140	14.18	0.15	0.04	0.21	0.09
